"User ID","Gender","Age","EstimatedSalary","Purchased"
"15746203","Female","47","144000","1"
"15583137","Male","40","61000","0"
"15680752","Female","43","133000","0"
"15688172","Female","59","76000","1"
"15791373","Male","60","42000","1"
"15589449","Male","39","106000","1"
"15692819","Female","57","26000","1"
"15727467","Male","57","74000","1"
"15734312","Male","38","71000","0"
"15764604","Male","49","88000","1"
"15613014","Female","52","38000","1"
"15759684","Female","50","36000","1"
"15609669","Female","59","88000","1"
"15685536","Male","35","61000","0"
"15750447","Male","37","70000","1"
"15663249","Female","52","21000","1"
"15638646","Male","48","141000","0"
"15734161","Female","37","93000","1"
"15631070","Female","37","62000","0"
"15761950","Female","48","138000","1"
"15649668","Male","41","79000","0"
"15713912","Female","37","78000","1"
"15586757","Male","39","134000","1"
"15596522","Male","49","89000","1"
"15625395","Male","55","39000","1"
"15760570","Male","37","77000","0"
"15566689","Female","35","57000","0"
"15725794","Female","36","63000","0"
"15673539","Male","42","73000","1"
"15705298","Female","43","112000","1"
"15675791","Male","45","79000","0"
"15747043","Male","46","117000","1"
"15736397","Female","58","38000","1"
"15678201","Male","48","74000","1"
"15720745","Female","37","137000","1"
"15637593","Male","37","79000","1"
"15598070","Female","40","60000","0"
"15787550","Male","42","54000","0"
"15603942","Female","51","134000","0"
"15733973","Female","47","113000","1"
"15596761","Male","36","125000","1"
"15652400","Female","38","50000","0"
"15717893","Female","42","70000","0"
"15622585","Male","39","96000","1"
"15733964","Female","38","50000","0"
"15753861","Female","49","141000","1"
"15747097","Female","39","79000","0"
"15594762","Female","39","75000","1"
"15667417","Female","54","104000","1"
"15684861","Male","35","55000","0"
"15742204","Male","45","32000","1"
"15623502","Male","36","60000","0"
"15774872","Female","52","138000","1"
"15611191","Female","53","82000","1"
"15674331","Male","41","52000","0"
"15619465","Female","48","30000","1"
"15575247","Female","48","131000","1"
"15695679","Female","41","60000","0"
"15713463","Male","41","72000","0"
"15785170","Female","42","75000","0"
"15796351","Male","36","118000","1"
"15639576","Female","47","107000","1"
"15693264","Male","38","51000","0"
"15589715","Female","48","119000","1"
"15769902","Male","42","65000","0"
"15587177","Male","40","65000","0"
"15814553","Male","57","60000","1"
"15601550","Female","36","54000","0"
"15664907","Male","58","144000","1"
"15612465","Male","35","79000","0"
"15810800","Female","38","55000","0"
"15665760","Male","39","122000","1"
"15588080","Female","53","104000","1"
"15776844","Male","35","75000","0"
"15717560","Female","38","65000","0"
"15629739","Female","47","51000","1"
"15729908","Male","47","105000","1"
"15716781","Female","41","63000","0"
"15646936","Male","53","72000","1"
"15768151","Female","54","108000","1"
"15579212","Male","39","77000","0"
"15721835","Male","38","61000","0"
"15800515","Female","38","113000","1"
"15591279","Male","37","75000","0"
"15587419","Female","42","90000","1"
"15750335","Female","37","57000","0"
"15699619","Male","36","99000","1"
"15606472","Male","60","34000","1"
"15778368","Male","54","70000","1"
"15671387","Female","41","72000","0"
"15573926","Male","40","71000","1"
"15709183","Male","42","54000","0"
"15577514","Male","43","129000","1"
"15778830","Female","53","34000","1"
"15768072","Female","47","50000","1"
"15768293","Female","42","79000","0"
"15654456","Male","42","104000","1"
"15807525","Female","59","29000","1"
"15574372","Female","58","47000","1"
"15671249","Male","46","88000","1"
"15779744","Male","38","71000","0"
"15624755","Female","54","26000","1"
"15611430","Female","60","46000","1"
"15774744","Male","60","83000","1"
"15629885","Female","39","73000","0"
"15708791","Male","59","130000","1"
"15793890","Female","37","80000","0"
"15646091","Female","46","32000","1"
"15596984","Female","46","74000","0"
"15800215","Female","42","53000","0"
"15577806","Male","41","87000","1"
"15749381","Female","58","23000","1"
"15683758","Male","42","64000","0"
"15670615","Male","48","33000","1"
"15715622","Female","44","139000","1"
"15707634","Male","49","28000","1"
"15806901","Female","57","33000","1"
"15775335","Male","56","60000","1"
"15724150","Female","49","39000","1"
"15627220","Male","39","71000","0"
"15672330","Male","47","34000","1"
"15668521","Female","48","35000","1"
"15807837","Male","48","33000","1"
"15592570","Male","47","23000","1"
"15748589","Female","45","45000","1"
"15635893","Male","60","42000","1"
"15757632","Female","39","59000","0"
"15691863","Female","46","41000","1"
"15706071","Male","51","23000","1"
"15654296","Female","50","20000","1"
"15755018","Male","36","33000","0"
"15594041","Female","49","36000","1"
"15954801","Female","32","80000","1"
"15875321","Male","18","57000","1"
"15379207","Female","19","75000","1"
"15789453","Female","22","52000","0"
"15975396","Female","23","59000","0"
"15678901","Female","45","59000","0"
"15987654","Female","44","75000","1"
"15234553","Male","34","72000","0"
"15345753","Male","42","75000","0"
"13456774","Male","53","53000","0"
"13456732","Female","47","51000","0"
"13643246","Female","54","61000","0"
"17643236","Male","12","65000","0"
"12345689","Male","34","32000","0"
"11878535","Female","22","17000","0"
"13456782","Male","21","84000","0"
"31234566","Male","20","58000","0"
"23456789","Female","27","31000","0"
"23456784","Female","29","87000","0"
"23456788","Male","54","68000","0"
"17543281","Female","34","55000","0"
"13572373","Male","28","63000","0"
"12718373","Female","45","82000","0"
"18654372","Male","25","107000","1"
"17532537","Female","56","59000","0"
"14587253","Female","34","25000","0"
"15897533","Male","42","85000","0"
"17579833","Male","34","68000","0"
"12312434","Female","21","59000","0"
"12326586","Male","22","89000","0"
"16879538","Female","32","25000","0"
"14576908","Male","35","89000","0"
"18718191","Male","24","96000","0"
"24567882","Male","22","30000","0"
"16989065","Female","29","61000","0"
"19876543","Female","38","74000","0"
"70987654","Female","39","15000","0"
"23456789","Female","27","45000","0"
"34567811","Male","39","76000","1"
"12345678","Male","48","50000","0"
"87654322","Male","26","47000","0"
"45678987","Female","29","15000","0"
"56789765","Male","30","59000","0"
"34567466","Female","38","75000","0"
"26456667","Male","58","30000","0"
"35765725","Female","47","135000","0"
"75634761","Male","55","100000","0"
"23562673","Female","52","90000","0"
"76376498","Male","40","33000","0"
"74745719","Female","46","38000","0"
"14389749","Male","48","69000","1"
"13876475","Female","52","86000","0"
"42173846","Male","59","55000","0"
"14676963","Male","35","71000","0"
"65165765","Female","47","148000","0"
"18687636","Male","60","47000","0"
"34567898","Female","49","88000","0"
"24354678","Male","40","115000","0"
"45678990","Female","58","118000","0"
"25364578","Male","47","43000","0"
"10987653","Female","55","72000","1"
"44538278","Male","52","28000","0"
"25658796","Female","40","47000","0"
"97864628","Male","46","22000","0"
"32543676","Female","48","23000","0"
"18774643","Male","52","34000","0"
"20275411","Female","59","16000","0"
"98754371","Male","35","71000","0"
"20221001","Female","47","117000","0"
"20221002","Male","60","43000","0"
"20221003","Female","49","60000","0"
"87651005","Male","40","66000","0"
"56781004","Female","58","82000","1"
"56789006","Male","47","41000","0"
"34561006","Male","55","72000","0"
"14567008","Male","52","32000","0"
"76336008","Female","40","84000","0"
"18339238","Male","46","26000","0"
"76543132","Female","48","43000","1"
"12345999","Male","52","70000","0"
"98634123","Male","59","89000","0"
"98764125","Female","35","43000","0"
"10876126","Female","47","79000","0"
"98769127","Male","60","36000","0"
"10987128","Female","49","80000","0"
"13456097","Male","40","22000","0"
"34567899","Female","19","39000","0"
"98765422","Male","35","74000","0"
"98761344","Female","26","134000","0"
"13737589","Male","27","71000","0"
"12323545","Female","19","101000","0"
"25476573","Male","27","47000","0"
"78427658","Female","27","130000","0"
"98765444","Male","32","114000","0"
"85638999","Female","25","142000","0"
"15122003","Male","35","22000","0"
"15122004","Male","26","96000","0"
"15122005","Male","26","150000","0"
"15122006","Female","20","42000","0"
"15122007","Female","32","58000","0"
"15122008","Female","18","43000","0"
"17112003","Female","29","108000","0"
"20031672","Female","47","65000","0"
"19370909","Male","45","78000","0"
"10834567","Male","46","96000","0"
"19118908","Male","48","143000","0"
"19113003","Male","45","80000","0"
"14281990","Male","47","91000","0"
"17284900","Male","48","144000","0"
"67987509","Female","45","102000","0"
"67987510","Female","46","60000","0"
"67983431","Female","47","53000","0"
"67387512","Male","49","126000","1"
"67987111","Female","47","133000","0"
"67987514","Male","29","72000","0"
"67981115","Female","31","80000","0"
"67987516","Male","31","147000","0"
"67933317","Female","27","42000","0"
"67787518","Male","21","107000","0"
"67987520","Female","28","86000","0"
"67987220","Male","27","112000","0"
"67987555","Female","35","79000","1"
"67982455","Male","33","57000","0"
"66987523","Female","30","80000","0"
"67987525","Male","26","82000","0"
"97341234","Female","27","143000","0"
"97341235","Male","27","149000","0"
"97341222","Female","33","59000","0"
"97341237","Male","35","88000","0"
"97341333","Male","30","104000","0"
"97341239","Female","28","72000","0"
"97342440","Male","23","146000","0"
"97341255","Female","25","21000","0"
"97341242","Male","27","141000","0"
"20441516","Female","30","93000","1"
"20441517","Male","31","62000","1"
"20441518","Female","24","138000","0"
"20441519","Male","18","79000","0"
"20341522","Male","29","78000","0"
"20341511","Female","35","134000","0"
"20441333","Male","27","89000","0"
"20441523","Male","24","39000","0"
"20441522","Female","23","77000","0"
"20441522","Male","28","57000","1"
"20001526","Male","22","63000","0"
"20221234","Female","32","73000","0"
"20441528","Male","27","112000","0"
"20201529","Male","25","79000","0"
"20201530","Female","23","117000","0"
"20441531","Male","32","38000","0"
"20299932","Female","59","74000","0"
"20441533","Male","24","137000","0"
"20221534","Male","24","79000","0"
"20451531","Female","23","60000","0"
"20111566","Male","22","54000","0"
"20211111","Male","31","134000","0"
"97653711","Female","25","113000","0"
"11199764","Male","24","125000","1"
"13254578","Male","20","50000","0"
"22345674","Female","33","70000","0"
"76583211","Male","32","96000","0"
"20111145","Male","34","50000","0"
"12908625","Female","18","141000","0"
"12349876","Male","22","79000","0"
"17548922","Female","28","75000","0"
"12347333","Male","26","104000","0"
"23454433","Male","30","55000","0"
"23445555","Female","39","32000","0"
"98661111","Male","47","60000","0"
"12345566","Male","45","138000","0"
"97324732","Female","46","82000","0"
"32534654","Male","48","52000","0"
"23534641","Male","45","30000","0"
"64576511","Female","47","131000","0"
"64517652","Male","48","60000","0"
"14659789","Male","45","72000","0"
"19739847","Female","46","75000","0"
"14364001","Male","47","118000","1"
"13254765","Male","49","107000","0"
"13254765","Female","47","51000","1"
"43658586","Male","29","119000","0"
"13254765","Male","31","65000","1"
"61234567","Female","31","65000","0"
"13254765","Male","27","60000","1"
"13254765","Female","21","54000","0"
"24353465","Male","28","144000","1"
"75671111","Male","27","79000","1"
"65475687","Female","35","55000","0"
"13254765","Female","33","122000","0"
"54756867","Male","30","104000","0"
"46457612","Female","26","75000","1"
"13254765","Male","27","65000","0"
"13254769","Female","27","51000","0"
"34444444","Male","33","105000","0"
"32354645","Female","35","63000","1"
"13254766","Male","30","72000","0"
"13254777","Female","28","108000","1"
"75734553","Male","23","77000","1"
"13254444","Female","25","61000","1"
"23254577","Male","27","113000","0"
"98765411","Female","30","75000","0"
"24364578","Male","31","90000","1"
"86742222","Female","24","57000","1"
"74587888","Male","18","99000","0"
"34565433","Female","29","34000","1"
"57686876","Male","35","70000","1"
"23456888","Female","27","72000","0"
"86432222","Male","24","71000","1"
"45677777","Female","23","54000","1"
"78765444","Male","28","129000","0"
"45678765","Female","22","34000","1"
"45676543","Male","32","50000","0"
"34567652","Female","27","79000","0"
"86672222","Male","25","104000","0"
"24346589","Female","23","29000","1"
"95632222","Male","32","47000","1"
"56128713","Female","59","88000","0"
"64527444","Male","24","71000","1"
"64527433","Female","24","26000","1"
"64117455","Male","23","46000","0"
"64127999","Female","22","83000","1"
"92723864","Male","31","73000","0"
"15434645","Female","25","130000","1"
"57567322","Male","24","80000","0"
"57248888","Female","20","32000","1"
"86532222","Male","33","74000","0"
"26458671","Female","32","53000","0"
"12354576","Male","34","87000","1"
"54756812","Female","18","23000","1"
"57568912","Male","22","64000","0"
"91876543","Female","28","33000","1"
"13253645","Male","26","139000","0"
"12436457","Male","30","28000","0"
"75675683","Female","39","33000","1"
"76214547","Male","47","60000","1"
"76821464","Female","45","39000","0"
"56572367","Male","46","71000","1"
"65756821","Female","48","34000","1"
"65476911","Male","45","35000","0"
"54756867","Female","47","33000","1"
"53464578","Male","48","23000","1"
"86782277","Female","45","45000","1"
"86752342","Male","46","42000","1"
"35456756","Female","47","59000","1"
"86785756","Male","49","41000","0"
"43657211","Female","47","23000","0"
"54657544","Male","29","20000","0"
"87654311","Female","31","33000","1"
"12345654","Male","31","36000","0"
"56573767","Female","27","80000","0"
"67687688","Male","21","57000","0"
"78755552","Female","28","75000","0"
"23456666","Male","27","52000","0"
"65432224","Female","35","59000","0"
"24565221","Male","33","59000","0"
"13455745","Female","30","75000","0"
"68467999","Male","26","72000","0"
"65462666","Female","27","75000","0"
"34561112","Male","27","53000","0"
"57362355","Female","33","51000","0"
"35675678","Male","35","61000","0"
"33335675","Female","30","65000","0"
"67654377","Male","28","32000","0"
"78765433","Female","23","17000","0"
"45654346","Male","25","84000","1"
"76544566","Female","27","58000","0"
"87656577","Female","30","31000","0"
"57345785","Male","31","87000","0"
"68211466","Male","24","68000","0"
"45686789","Male","18","55000","0"
"98746335","Male","29","63000","0"
"98675682","Male","35","82000","0"
"23434656","Male","27","107000","0"
"86786799","Male","24","59000","0"
"96794794","Male","23","25000","0"
"98796499","Female","28","85000","0"
"95894433","Female","22","68000","0"
"56757651","Female","32","59000","0"
"36788888","Female","27","89000","0"
"56888533","Female","25","25000","1"
"25567712","Female","23","89000","0"
"56578888","Female","32","96000","0"
"15679031","Female","59","30000","0"
"65687692","Female","24","61000","0"
"75688711","Female","24","74000","0"
"84732861","Male","23","15000","0"
"34654756","Female","22","45000","0"
"86786792","Male","31","76000","0"
"76586111","Female","25","50000","0"
"65489333","Male","24","47000","0"
"86832677","Female","20","15000","0"
"73721233","Male","33","59000","1"
"54334567","Female","32","75000","0"
"90738626","Male","34","30000","0"
"55525425","Female","18","135000","0"
"56138756","Male","22","100000","0"
"56138799","Female","28","90000","0"
"56138798","Male","26","33000","0"
"56138777","Female","30","38000","0"
"87543225","Male","39","69000","0"
"56138000","Female","47","86000","0"
"87654323","Male","45","55000","1"
"97543346","Female","46","71000","0"
"56138778","Male","48","148000","0"
"56134799","Female","45","47000","0"
"56111799","Male","47","88000","0"
"77772324","Female","48","115000","0"
"34351546","Male","45","118000","0"
"61713166","Female","46","43000","0"
"66664131","Female","47","72000","0"
"16875155","Female","49","28000","0"
"55666112","Male","47","47000","0"
"71879770","Female","29","22000","0"
"12435566","Male","31","23000","1"
"66166777","Female","31","34000","0"
"57158765","Male","27","16000","0"
"18543333","Female","21","71000","0"
"18646322","Female","28","117000","0"
"10753222","Male","27","43000","0"
"10908896","Male","35","60000","1"
"10876542","Female","33","66000","0"
"10764235","Male","30","82000","0"
"17564333","Female","26","41000","0"
"18466354","Male","27","72000","0"
"17233574","Female","27","32000","0"
"46145455","Male","33","84000","0"
"15444523","Female","35","26000","0"
"24568888","Male","30","43000","0"
"86522224","Female","28","21000","0"
"65434567","Female","23","141000","0"
"12344321","Male","25","93000","0"
"45677654","Male","27","62000","0"
"23455432","Female","30","138000","0"
"34565433","Male","31","79000","0"
"45677765","Female","24","78000","0"
"56788888","Male","18","134000","0"
"98766789","Female","29","89000","0"
"78909890","Male","35","39000","0"
"91865784","Female","27","77000","0"
"45676544","Male","24","57000","0"
"34565455","Female","23","63000","0"
"43234334","Male","28","73000","0"
"56545454","Female","22","112000","0"
"26476577","Male","32","79000","0"
"55175767","Female","27","117000","0"
"24224224","Male","25","38000","0"
"24252627","Female","23","74000","0"
"28292012","Male","32","137000","0"
"11121314","Female","59","79000","0"
"11151416","Male","24","60000","0"
"18191018","Male","24","54000","0"
"19181716","Female","23","134000","0"
"20212222","Female","22","113000","0"
"28628282","Male","31","125000","1"
"21232516","Male","25","50000","0"
"89271818","Female","24","70000","0"
"45626677","Male","20","96000","0"
"91817181","Male","33","50000","0"
"81914322","Female","32","141000","0"
"13141617","Female","34","79000","0"
"13181916","Male","18","75000","0"
"12171819","Male","22","104000","0"
"10191919","Female","28","55000","1"
"18181818","Male","26","32000","0"
"17171515","Male","30","60000","0"
"18181619","Male","39","138000","0"
"19131716","Female","47","82000","0"
"19141517","Female","45","52000","0"
"20222425","Male","46","30000","0"
"21222324","Female","48","131000","0"
"25262728","Male","45","60000","0"
"27282930","Female","47","72000","0"
"30323435","Male","48","75000","0"
"32323313","Female","45","118000","0"
"32345412","Female","46","107000","0"
"38911344","Female","47","51000","1"
"41424355","Male","49","119000","1"
"12253648","Male","47","65000","0"
"18191739","Female","29","65000","0"
"97963222","Male","31","60000","0"
"72820909","Female","31","54000","0"
"75655432","Male","27","144000","0"
"75674647","Female","21","79000","0"
"53598789","Male","28","55000","0"
"34524288","Female","27","122000","1"
"54343498","Male","35","104000","0"
"45445241","Female","33","75000","0"
"75675679","Female","30","65000","0"
"45656309","Female","26","51000","0"
"65538089","Male","27","105000","0"
"65434567","Male","27","63000","0"
"76564345","Female","33","72000","0"
"85656778","Male","35","108000","0"
"98767866","Female","30","77000","0"
"87654343","Male","28","61000","0"
"43455788","Female","23","113000","0"
"76983786","Male","25","75000","0"
"78787976","Male","27","90000","0"
"57565989","Female","30","57000","1"
"88868587","Male","31","99000","0"
"98989990","Female","24","34000","0"
"67696098","Male","18","70000","0"
"99897678","Female","29","72000","0"
"90876546","Male","35","71000","0"
"47698765","Female","27","54000","0"
"98765487","Male","24","129000","0"
"82635463","Female","23","34000","0"
"34657898","Male","28","50000","0"
"67375686","Female","22","79000","0"
"98955787","Male","32","104000","0"
"28474839","Female","27","29000","0"
"95847434","Female","25","47000","0"
"44457888","Male","23","88000","0"
"56468575","Female","32","71000","0"
"76483555","Male","59","26000","0"
"56385684","Female","24","46000","0"
"84682282","Male","24","83000","0"
"82848211","Male","23","73000","0"
"81382171","Female","22","130000","1"
"71382773","Male","31","80000","0"
"73973930","Female","25","32000","1"
"47899809","Male","24","74000","0"
"90546273","Female","20","53000","1"
"67387522","Male","33","87000","0"
"24252627","Female","32","23000","1"
"26424525","Male","34","64000","0"
"26252626","Female","18","33000","1"
"90979898","Male","22","139000","1"
"98989898","Female","28","28000","0"
"27898989","Male","26","33000","0"
"10092003","Female","30","60000","0"
"10092003","Male","39","39000","1"
"99200300","Female","47","71000","0"
"90320030","Male","45","34000","0"
"90334455","Male","46","35000","0"
"33456423","Male","48","33000","1"
"53546733","Female","45","23000","0"
"75488785","Female","47","45000","1"
"52526242","Male","48","42000","1"
"45646464","Female","45","59000","1"
"56798990","Male","46","41000","0"
"45679879","Female","47","23000","0"
"87878787","Male","49","20000","1"
"36373940","Female","47","33000","1"
"41424345","Male","29","36000","0"
"44464748","Female","31","80000","1"
"49505142","Male","31","57000","1"
"52535455","Female","27","75000","0"
"55657585","Male","21","52000","1"
"59606162","Female","28","59000","1"
"63646566","Male","27","59000","0"
"67689710","Female","35","75000","1"
"71727374","Male","33","72000","0"
"75767778","Female","30","75000","0"
"79818021","Male","26","53000","0"
"82838485","Female","27","51000","1"
"97989222","Male","27","61000","1"
"34678734","Female","33","65000","0"
"86878889","Male","35","32000","1"
"80977755","Male","30","17000","1"
"91121312","Male","28","84000","0"
"41516171","Male","23","58000","1"
"81911222","Male","25","31000","0"
"32425262","Female","27","87000","1"
"72829210","Female","30","68000","0"
"13232425","Female","31","55000","1"
"23334353","Female","24","63000","0"
"63738393","Female","18","82000","0"
"64758292","Male","29","107000","1"
"44546474","Female","35","59000","1"
"35387584","Female","27","25000","0"
