User Id,Gender,Age,Estimated salary,Purchased
8275913,Male,26,16000,0
5132976,Female,31,71000,0
6745912,Female,32,117000,1
7329481,Male,33,43000,0
8657132,Female,33,60000,0
6249738,Male,31,66000,0
5918364,Female,20,82000,0
8735924,Female,33,41000,0
4398576,Male,35,72000,0
8126479,Male,28,32000,0
5749362,Male,24,84000,0
3418695,Female,19,26000,0
9263174,Male,29,43000,0
7583964,Male,19,70000,0
4927153,Male,28,89000,0
6318752,Male,34,43000,0
8579324,Female,30,79000,0
3958612,Female,20,36000,0
6173845,Male,26,80000,0
7384521,Male,35,22000,0
5729184,Male,35,39000,0
4398572,Male,49,74000,0
6937842,Female,39,134000,1
2517893,Female,41,71000,0
8671325,Female,58,101000,1
5298476,Female,47,47000,0
7836951,Female,55,130000,1
4721963,Female,52,114000,0
6145398,Female,40,142000,1
9362745,Female,46,22000,0
7853149,Female,48,96000,1
3429576,Male,52,150000,1
6598312,Female,59,42000,0
8241365,Male,35,58000,0
5938641,Male,47,43000,0
7159842,Female,60,108000,1
8261473,Male,49,65000,0
4392857,Male,40,78000,0
6819345,Female,46,96000,0
9521783,Male,59,143000,1
6743129,Female,41,80000,0
7285136,Male,35,91000,1
4952867,Male,37,144000,1
8317452,Male,60,102000,1
6725193,Female,35,60000,0
5731492,Male,37,53000,0
8251793,Female,36,126000,1
4173926,Male,56,133000,1
8691245,Female,40,72000,0
6325794,Female,42,80000,1
4978153,Female,35,147000,1
8257913,Male,39,42000,0
3652914,Male,40,107000,1
7145398,Male,49,86000,1
6527134,Female,38,112000,0
8942571,Male,46,79000,1
7365921,Male,40,57000,0
5819362,Female,37,80000,0
4268593,Female,46,82000,0
7983512,Female,53,143000,1
6325984,Male,42,149000,1
4897532,Male,38,59000,0
7621543,Female,50,88000,1
8359612,Female,56,104000,1
5724913,Female,41,72000,0
6294175,Female,51,146000,1
8452916,Female,35,50000,0
3968245,Female,57,122000,1
8175923,Male,41,52000,0
7391485,Female,35,97000,1
2149563,Female,44,39000,0
6853912,Male,37,52000,0
7543921,Female,48,134000,1
5271894,Female,37,146000,1
8391264,Female,50,44000,0
5718923,Female,52,90000,1
8263974,Female,41,72000,0
4923576,Male,40,57000,0
7814936,Female,58,95000,1
6473592,Female,45,131000,1
5132947,Female,35,77000,0
7985631,Male,36,144000,1
6417823,Female,55,125000,1
5921483,Female,35,72000,0
7485319,Male,48,90000,1
3812956,Female,42,108000,1
9174365,Male,40,75000,0
6528931,Male,37,74000,0
4285917,Female,47,144000,1
8652391,Male,40,61000,0
5713924,Female,43,133000,0
9845162,Female,59,76000,1
7532491,Male,60,42000,1
6318402,Male,39,106000,1
5782093,Female,57,26000,1
4921578,Male,57,74000,1
8653124,Male,38,71000,0
2175694,Male,49,88000,1
9358274,Female,52,38000,1
4729638,Female,50,36000,1
6483921,Female,59,88000,1
5297146,Male,35,61000,0
8763519,Male,37,70000,1
3429561,Female,52,21000,1
7154893,Male,48,141000,0
6938147,Female,37,93000,1
2816473,Female,37,62000,0
7342569,Female,48,138000,1
5691243,Male,41,79000,0
8172534,Female,37,78000,1
4258376,Male,39,134000,1
9647513,Male,49,89000,1
5382976,Male,55,39000,1
4713628,Male,37,77000,0
8295714,Female,35,57000,0
7156832,Female,36,63000,0
6489173,Male,42,73000,1
3749651,Female,43,112000,1
8263145,Male,45,79000,0
5926741,Male,46,117000,1
7159326,Female,58,38000,1
6491375,Male,48,74000,1
3189645,Female,37,137000,1
8756312,Male,37,79000,1
5428963,Female,40,60000,0
1972485,Male,42,54000,0
6137549,Female,51,134000,0
4398715,Female,47,113000,1
8265713,Male,36,125000,1
9138642,Female,38,50000,0
7482593,Female,42,70000,0
6913485,Male,39,96000,1
2361974,Female,38,50000,0
4158376,Female,49,141000,1
8571962,Female,39,79000,0
6327941,Female,39,75000,1
5941673,Female,54,104000,1
8439216,Male,35,55000,0
7692485,Male,45,32000,1
3128954,Male,36,60000,0
6892547,Female,52,138000,1
5243769,Female,53,82000,1
4179836,Male,41,52000,0
9641257,Female,48,30000,1
2568314,Female,48,131000,1
7984231,Female,41,60000,0
3762915,Male,41,72000,0
5829746,Female,42,75000,0
7513962,Male,36,118000,1
2495873,Female,47,107000,1
6137592,Male,38,51000,0
8723946,Female,48,119000,1
9358621,Male,42,65000,0
4627391,Male,40,65000,0
8756431,Male,57,60000,1
5231867,Female,36,54000,0
6495273,Male,58,144000,1
8216354,Male,35,79000,0
3479265,Female,38,55000,0
9158643,Male,39,122000,1
7423569,Female,53,104000,1
5813769,Male,35,75000,0
9364512,Female,38,65000,0
8149263,Female,47,51000,1
3279165,Male,47,105000,1
8561423,Female,41,63000,0
7398214,Male,53,72000,1
4653192,Female,54,108000,1
8724395,Male,39,77000,0
6912473,Male,38,61000,0
5382946,Female,38,113000,1
1749265,Male,37,75000,0
9568132,Female,42,90000,1
4826315,Female,37,57000,0
7392861,Male,36,99000,1
6253849,Male,60,34000,1
5729486,Male,54,70000,1
3915247,Female,41,72000,0
8251637,Male,40,71000,1
1978456,Male,42,54000,0
6432579,Male,43,129000,1
7283651,Female,53,34000,1
5913647,Female,47,50000,1
8361925,Female,42,79000,0
4179635,Male,42,104000,1
6589321,Female,59,29000,1
2945186,Female,58,47000,1
8657912,Male,46,88000,1
4315876,Male,38,71000,0
7826149,Female,54,26000,1
5397824,Female,60,46000,1
8143659,Male,60,83000,1
6728193,Female,39,73000,0
9357861,Male,59,130000,1
5713926,Female,37,80000,0
4821965,Female,46,32000,1
7962518,Female,46,74000,0
3847956,Female,42,53000,0
9524671,Male,41,87000,1
4785193,Female,58,23000,1
3619852,Male,42,64000,0
8972136,Male,48,33000,1
5248397,Female,44,139000,1
6491523,Male,49,28000,1
7429853,Female,57,33000,1
3962478,Male,56,60000,1
8257394,Female,49,39000,1
5789134,Male,39,71000,0
4316897,Male,47,34000,1
8692153,Female,48,35000,1
7529481,Male,48,33000,1
9162548,Male,47,23000,1
6471325,Female,45,45000,1
8725491,Male,60,42000,1
3958617,Female,39,59000,0
5384791,Female,46,41000,1
6729541,Male,51,23000,1
4918236,Female,50,20000,1
8275913,Male,36,33000,0
5132976,Female,49,36000,1
6745912,Female,32,80000,1
7329481,Male,18,57000,1
8657132,Female,19,75000,1
6249738,Female,22,52000,0
5918364,Female,23,59000,0
8735924,Female,45,59000,0
4398576,Female,44,75000,1
8126479,Male,34,72000,0
5749362,Male,42,75000,0
3418695,Male,53,53000,0
9263174,Female,47,51000,0
7583964,Female,54,61000,0
4927153,Male,12,65000,0
6318752,Male,34,32000,0
8579324,Female,22,17000,0
3958612,Male,21,84000,0
6173845,Male,20,58000,0
7384521,Female,27,31000,0
5729184,Female,29,87000,0
4398572,Male,54,68000,0
6937842,Female,34,55000,0
2517893,Male,28,63000,0
8671325,Female,45,82000,0
5298476,Male,25,107000,1
7836951,Female,56,59000,0
4721963,Female,34,25000,0
6145398,Male,42,85000,0
9362745,Male,34,68000,0
7853149,Female,21,59000,0
3429576,Male,22,89000,0
6598312,Female,32,25000,0
8241365,Male,35,89000,0
5938641,Male,24,96000,0
7159842,Male,22,30000,0
8261473,Female,29,61000,0
4392857,Female,38,74000,0
6819345,Female,39,15000,0
9521783,Female,27,45000,0
6743129,Male,39,76000,1
7285136,Male,48,50000,0
4952867,Male,26,47000,0
8317452,Female,29,15000,0
6725193,Male,30,59000,0
5731492,Female,38,75000,0
8251793,Male,58,30000,0
4173926,Female,47,135000,0
8691245,Male,55,100000,0
6325794,Female,52,90000,0
4978153,Male,40,33000,0
8257913,Female,46,38000,0
3652914,Male,48,69000,1
7145398,Female,52,86000,0
6527134,Male,59,55000,0
8942571,Male,35,71000,0
7365921,Female,47,148000,0
5819362,Male,60,47000,0
4268593,Female,49,88000,0
7983512,Male,40,115000,0
6325984,Female,58,118000,0
4897532,Male,47,43000,0
7621543,Female,55,72000,1
8359612,Male,52,28000,0
5724913,Female,40,47000,0
6294175,Male,46,22000,0
8452916,Female,48,23000,0
3968245,Male,52,34000,0
8175923,Female,59,16000,0
7391485,Male,35,71000,0
2149563,Female,47,117000,0
6853912,Male,60,43000,0
7543921,Female,49,60000,0
5271894,Male,40,66000,0
8391264,Female,58,82000,1
5718923,Male,47,41000,0
8263974,Male,55,72000,0
4923576,Male,52,32000,0
7814936,Female,40,84000,0
6473592,Male,46,26000,0
5132947,Female,48,43000,1
7985631,Male,52,70000,0
6417823,Male,59,89000,0
5921483,Female,35,43000,0
7485319,Female,47,79000,0
3812956,Male,60,36000,0
9174365,Female,49,80000,0
6528931,Male,40,22000,0
4285917,Female,19,39000,0
8652391,Male,35,74000,0
5713924,Female,26,134000,0
6531789,Male,27,71000,0
3756498,Female,19,101000,0
2896754,Male,27,47000,0
9258746,Female,27,130000,0
5627348,Male,32,114000,0
3487629,Female,25,142000,0
4179823,Male,35,22000,0
7856239,Male,26,96000,0
5263197,Male,26,150000,0
9186732,Female,20,42000,0
5349287,Female,32,58000,0
2178963,Female,18,43000,0
6437825,Female,29,108000,0
1973625,Female,47,65000,0
9268473,Male,45,78000,0
7519236,Male,46,96000,0
3489127,Male,48,143000,0
5291847,Male,45,80000,0
6248971,Male,47,91000,0
8917263,Male,48,144000,0
4386712,Female,45,102000,0
8792613,Female,46,60000,0
5273964,Female,47,53000,0
2813974,Male,49,126000,1
7928163,Female,47,133000,0
4356782,Male,29,72000,0
9543821,Female,31,80000,0
6832179,Male,31,147000,0
3798456,Female,27,42000,0
7258163,Male,21,107000,0
4396712,Female,28,86000,0
6579821,Male,27,112000,0
8312796,Female,35,79000,1
4987231,Male,33,57000,0
2561378,Female,30,80000,0
7248963,Male,26,82000,0
9852371,Female,27,143000,0
1639427,Male,27,149000,0
3748269,Female,33,59000,0
6589123,Male,35,88000,0
3279184,Male,30,104000,0
4698123,Female,28,72000,0
5382974,Male,23,146000,0
7293845,Female,25,21000,0
8923714,Male,27,141000,0
3679128,Female,30,93000,1
7412895,Male,31,62000,1
6243871,Female,24,138000,0
1982375,Male,18,79000,0
5861234,Male,29,78000,0
3798256,Female,35,134000,0
5643927,Male,27,89000,0
8197352,Male,24,39000,0
4728369,Female,23,77000,0
5821379,Male,28,57000,1
9263487,Male,22,63000,0
5146397,Female,32,73000,0
7298561,Male,27,112000,0
8139267,Male,25,79000,0
7452368,Female,23,117000,0
2184736,Male,32,38000,0
8397162,Female,59,74000,0
5273164,Male,24,137000,0
7849623,Male,24,79000,0
4912875,Female,23,60000,0
6428975,Male,22,54000,0
8351692,Male,31,134000,0
7346281,Female,25,113000,0
5243978,Male,24,125000,1
9613782,Male,20,50000,0
7392648,Female,33,70000,0
5289164,Male,32,96000,0
3746591,Male,34,50000,0
5916872,Female,18,141000,0
8631297,Male,22,79000,0
4982613,Female,28,75000,0
2764931,Male,26,104000,0
4182576,Male,30,55000,0
6521379,Female,39,32000,0
8749123,Male,47,60000,0
3168479,Male,45,138000,0
4923187,Female,46,82000,0
7318562,Male,48,52000,0
9276314,Male,45,30000,0
8456912,Female,47,131000,0
3524961,Male,48,60000,0
6284793,Male,45,72000,0
7198236,Female,46,75000,0
5142897,Male,47,118000,1
8296713,Male,49,107000,0
1379264,Female,47,51000,1
7842391,Male,29,119000,0
3467925,Male,31,65000,1
8159342,Female,31,65000,0
5279164,Male,27,60000,1
6829143,Female,21,54000,0
1937485,Male,28,144000,1
5486792,Male,27,79000,1
2369871,Female,35,55000,0
4738951,Female,33,122000,0
8523967,Male,30,104000,0
7264139,Female,26,75000,1
6394718,Male,27,65000,0
5827143,Female,27,51000,0
7516492,Male,33,105000,0
8435129,Female,35,63000,1
2196873,Male,30,72000,0
4687913,Female,28,108000,1
8932164,Male,23,77000,1
5723691,Female,25,61000,1
9812673,Male,27,113000,0
3498576,Female,30,75000,0
8172634,Male,31,90000,1
5297164,Female,24,57000,1
7935426,Male,18,99000,0
2469783,Female,29,34000,1
5798613,Male,35,70000,1
9143267,Female,27,72000,0
3287956,Male,24,71000,1
6419875,Female,23,54000,1
2597843,Male,28,129000,0
8764912,Female,22,34000,1
4376958,Male,32,50000,0
5829761,Female,27,79000,0
9618274,Male,25,104000,0
7132964,Female,23,29000,1
4856913,Male,32,47000,1
2784319,Female,59,88000,0
6947825,Male,24,71000,1
3512794,Female,24,26000,1
8694127,Male,23,46000,0
5471298,Female,22,83000,1
1934867,Male,31,73000,0
8563271,Female,25,130000,1
4978513,Male,24,80000,0
6712583,Female,20,32000,1
9142376,Male,33,74000,0
7286139,Female,32,53000,0
5642918,Male,34,87000,1
8172639,Female,18,23000,1
4256987,Male,22,64000,0
7361984,Female,28,33000,1
5847391,Male,26,139000,0
6921784,Male,30,28000,0
4182576,Female,39,33000,1
7529163,Male,47,60000,1
4632985,Female,45,39000,0
7198342,Male,46,71000,1
3851764,Female,48,34000,1
6931872,Male,45,35000,0
8549721,Female,47,33000,1
3178296,Male,48,23000,1
5824917,Female,45,45000,1
6397182,Male,46,42000,1
4285973,Female,47,59000,1
7168452,Male,49,41000,0
5934217,Female,47,23000,0
8217345,Male,29,20000,0
